Date Scrape,Category,SKU,Costco Id,Product Id,Name,Price,Description,Url Scraped
2024-04-01 01:01:38,Refrigerators,FFTR2045VS,4000079495,1607247,Mix and MatchFrigidaire 30 in 20 cu ft. Top-Mount Refrigerator with Auto-Close Doors,"1,041.99$",Warranty:2 yearsReturns accepted within 90 days from date of purchaseElectrolux Customer Service Contact InformationTel: 1-800-265-8352 (bi-lingual reps)Email: consumer.canada@electrolux.com,https://www.costco.ca/frigidaire-30-in-20-cu-ft.-top-mount-refrigerator-with-auto-close-doors.product.4000079495.html?preselect=colour%3astainless+steel
2024-04-01 01:01:38,Refrigerators,FFTR2045VS,4000079495,1607247,Mix and MatchFrigidaire 30 in 20 cu ft. Top-Mount Refrigerator with Auto-Close Doors,"1,041.99$",Warranty:2 yearsReturns accepted within 90 days from date of purchaseElectrolux Customer Service Contact InformationTel: 1-800-265-8352 (bi-lingual reps)Email: consumer.canada@electrolux.com,https://www.costco.ca/frigidaire-30-in-20-cu-ft.-top-mount-refrigerator-with-auto-close-doors.product.4000079495.html?preselect=colour%3astainless+steel
2024-04-01 01:01:38,Refrigerators,There is no SKU number,4000067098,1702308,Quick ShipDanby 7 cu ft. Convertible Chest Freezer or Refrigerator with 5 Year Warranty,299.99$,This item may currently be in stock at your local Costco warehouse for immediate purchase at the cash and carry price.Warranty:5 years parts and labour coverage with in-home serviceReturns accepted within 90 days from the date of purchaseModel: DCF070A5WCDBDanby Customer Service (Billingual)1800-263-2629consumerservice@danby.com,https://www.costco.ca/danby-7-cu-ft.-convertible-chest-freezer-or-refrigerator-with-5-year-warranty.product.4000067098.html
2024-04-01 01:01:38,Refrigerators,There is no SKU number,4000067098,1702308,Quick ShipDanby 7 cu ft. Convertible Chest Freezer or Refrigerator with 5 Year Warranty,299.99$,This item may currently be in stock at your local Costco warehouse for immediate purchase at the cash and carry price.Warranty:5 years parts and labour coverage with in-home serviceReturns accepted within 90 days from the date of purchaseModel: DCF070A5WCDBDanby Customer Service (Billingual)1800-263-2629consumerservice@danby.com,https://www.costco.ca/danby-7-cu-ft.-convertible-chest-freezer-or-refrigerator-with-5-year-warranty.product.4000067098.html
2024-04-01 01:01:38,Refrigerators,DUFM068A1SCDB,4000067105,1702358,Quick ShipDanby 6.8 cu ft Stainless Steel Look Convertible Upright Freezer or Fridge 5 Year Warranty,389.99$,This item may currently be in stock at your local Costco warehouse for immediate purchase at the cash and carry price.Warranty:5 years parts and labour coverage with in-home serviceReturns accepted within 90 days from the date of purchaseModel: DUFM068A1SCDBDanby Customer Service (Billingual)1-800-263-2629consumerservice@danby.com,https://www.costco.ca/danby-6.8-cu-ft-stainless-steel-look-convertible-upright-freezer-or-fridge-5-year-warranty.product.4000067105.html
2024-04-01 01:01:38,Refrigerators,DUFM068A1SCDB,4000067105,1702358,Quick ShipDanby 6.8 cu ft Stainless Steel Look Convertible Upright Freezer or Fridge 5 Year Warranty,389.99$,This item may currently be in stock at your local Costco warehouse for immediate purchase at the cash and carry price.Warranty:5 years parts and labour coverage with in-home serviceReturns accepted within 90 days from the date of purchaseModel: DUFM068A1SCDBDanby Customer Service (Billingual)1-800-263-2629consumerservice@danby.com,https://www.costco.ca/danby-6.8-cu-ft-stainless-steel-look-convertible-upright-freezer-or-fridge-5-year-warranty.product.4000067105.html
2024-04-01 01:01:38,Refrigerators,FRFG1723AV,4000026685,1675269,Quick ShipMix and MatchFrigidaire 31.5 in. 17.6 cu ft. Stainless Steel Counter-Depth French Door Refrigerator with Auto-Close Doors,"1,594.99$",Please see shipping and returns for additional informationWarranty:2 yearsReturns accepted within 90 days from date of purchaseModel: FFTR2045VWElectrolux Customer Service Contact InformationTel: 1-800-265-8352 (bi-lingual reps)Email: consumer.canada@electrolux.com,https://www.costco.ca/frigidaire-31.5-in.-17.6-cu-ft.-stainless-steel-counter-depth-french-door-refrigerator-with-auto-close-doors.product.4000026685.html
2024-04-01 01:01:38,Refrigerators,FRFG1723AV,4000026685,1675269,Quick ShipMix and MatchFrigidaire 31.5 in. 17.6 cu ft. Stainless Steel Counter-Depth French Door Refrigerator with Auto-Close Doors,"1,594.99$",Please see shipping and returns for additional informationWarranty:2 yearsReturns accepted within 90 days from date of purchaseModel: FFTR2045VWElectrolux Customer Service Contact InformationTel: 1-800-265-8352 (bi-lingual reps)Email: consumer.canada@electrolux.com,https://www.costco.ca/frigidaire-31.5-in.-17.6-cu-ft.-stainless-steel-counter-depth-french-door-refrigerator-with-auto-close-doors.product.4000026685.html
2024-04-01 01:01:38,Refrigerators,MRT14B3AWW,4000199350,1757639,Quick ShipMix and MatchMidea 28 in. 14.2 cu.ft. White Top Mount Refrigerator,649.99$,,https://www.costco.ca/midea-28-in.-14.2-cu.ft.-white-top-mount-refrigerator.product.4000199350.html
2024-04-01 01:01:38,Refrigerators,MRT14B3AWW,4000199350,1757639,Quick ShipMix and MatchMidea 28 in. 14.2 cu.ft. White Top Mount Refrigerator,649.99$,,https://www.costco.ca/midea-28-in.-14.2-cu.ft.-white-top-mount-refrigerator.product.4000199350.html
